5000,1,0.000958436,0.638957,0.000563651,0.0354829
10000,1,0.00266442,1.77628,2.3223e-05,1.72243
15000,1,0.00392054,2.6137,2.5767e-05,2.32856
20000,1,0.0050554,3.37027,2.6137e-05,3.0608
25000,1,0.00642013,4.28009,2.9108e-05,3.43548
30000,1,0.00736528,4.91018,3.0411e-05,3.94594
35000,1,0.0069624,4.6416,3.2383e-05,4.32326
40000,1,0.00969031,6.46021,3.4019e-05,4.70325
45000,1,0.0104928,6.99518,3.7323e-05,4.82276
50000,1,0.00941827,6.27884,3.9143e-05,5.10947
55000,1,0.0124392,8.29281,3.7857e-05,5.81134
60000,1,0.0135461,9.0307,4.9897e-05,4.80991
65000,1,0.0140505,9.36701,4.4651e-05,5.82294
70000,1,0.0149291,9.95272,4.5966e-05,6.09146
75000,1,0.01703,11.3533,4.5245e-05,6.63057
80000,1,0.0174279,11.6186,4.6865e-05,6.82812
85000,1,0.0174335,11.6223,5.2163e-05,6.51803
90000,1,0.0185242,12.3495,5.2552e-05,6.85036
95000,1,0.0201186,13.4124,5.5747e-05,6.81651
100000,1,0.0197103,13.1402,5.2544e-05,7.61267
105000,1,0.0206808,13.7872,5.6066e-05,7.49117
110000,1,0.0213717,14.2478,5.8231e-05,7.55611
115000,1,0.0203019,13.5346,6.2458e-05,7.36495
120000,1,0.0234972,15.6648,6.4305e-05,7.46443
125000,1,0.0231947,15.4631,6.8325e-05,7.31797
130000,1,0.0240207,16.0138,7.4133e-05,7.01442
135000,1,0.0245887,16.3924,7.4276e-05,7.27018
140000,1,0.0252594,16.8396,7.8259e-05,7.15573
145000,1,0.0262745,17.5163,8.2677e-05,7.01525
150000,1,0.0265236,17.6824,8.6297e-05,6.95273
155000,1,0.0270019,18.0013,8.7068e-05,7.12087
160000,1,0.0288349,19.2233,9.2235e-05,6.9388
165000,1,0.0281298,18.7532,9.6654e-05,6.82848
170000,1,0.0289239,19.2826,9.8825e-05,6.88085
175000,1,0.0292707,19.5138,0.000100788,6.94527
180000,1,0.0298063,19.8708,0.000103043,6.98737
185000,1,0.0303005,20.2004,0.00010827,6.83476
190000,1,0.031354,20.9027,0.000112166,6.77567
195000,1,0.0312834,20.8556,0.000113893,6.84853
200000,1,0.0327386,21.8257,0.000116163,6.88687
205000,1,0.0324153,21.6102,0.000119716,6.84954
210000,1,0.0326755,21.7837,0.000123691,6.79112
215000,1,0.0332963,22.1976,0.000139575,6.16156
220000,1,0.0334609,22.3073,0.000127871,6.88194
225000,1,0.0339452,22.6301,0.0001313,6.85453
230000,1,0.0344346,22.9564,0.000132229,6.95763
235000,1,0.0352086,23.4724,0.000138303,6.79667
240000,1,0.0358485,23.899,0.000139056,6.90369
245000,1,0.0363744,24.2496,0.000143744,6.81768
250000,1,0.0358826,23.9217,0.000146753,6.81417
255000,1,0.0370388,24.6926,0.000151606,6.72797
260000,1,0.0370969,24.7313,0.000152254,6.83069
265000,1,0.037618,25.0787,0.000159075,6.66352
270000,1,0.0379213,25.2809,0.000160371,6.73438
275000,1,0.0393607,26.2405,0.000161658,6.80449
