5120000,1,4.42142,2947.61,0.00364649,5.61635
6120000,1,5.34731,3564.88,0.00335822,7.28958
7120000,1,5.80041,3866.94,0.00385754,7.38295
8120000,1,6.65938,4439.58,0.00436073,7.44829
9120000,1,7.03252,4688.34,0.00487174,7.48809
10120000,1,7.86325,5242.17,0.00540323,7.49182
11120000,1,8.5189,5679.26,0.00590365,7.53432
12120000,1,9.81774,6545.16,0.00641803,7.55372
13120000,1,10.0601,6706.71,0.00696819,7.53137
14120000,1,10.4348,6956.52,0.00745028,7.58093
15120000,1,11.2125,7474.97,0.00798602,7.57324
16120000,1,13.0245,8683.01,0.00848015,7.60364
17120000,1,13.1406,8760.39,0.00899607,7.61221
18120000,1,13.1782,8785.45,0.00950361,7.62657
19120000,1,13.8634,9242.3,0.0100507,7.60943
20120000,1,15.2443,10162.9,0.0105269,7.6452
21120000,1,17.0323,11354.8,0.011039,7.65285
22120000,1,15.4757,10317.2,0.0115677,7.64885
23120000,1,19.8768,13251.2,0.0121105,7.63632
24120000,1,18.1809,12120.6,0.0125933,7.66121
25120000,1,17.7506,11833.7,0.013102,7.66906
26120000,1,20.5427,13695.1,0.0136205,7.67078
27120000,1,20.8402,13893.4,0.014161,7.66046
28120000,1,21.8861,14590.7,0.0146392,7.68348
29120000,1,22.1277,14751.8,0.0151867,7.66986
30120000,1,24.6246,16416.4,0.0156691,7.68903
31120000,1,23.786,15857.3,0.0161968,7.68546
32120000,1,13.7903,9193.56,0.0167142,7.68686
33120000,1,25.4867,16991.2,0.0172325,7.68779
34120000,1,26.2563,17504.2,0.017728,7.69857
35120000,1,27.2918,18194.5,0.0182496,7.69772
36120000,1,28.6212,19080.8,0.0187637,7.69998
37120000,1,28.3937,18929.1,0.0193007,7.693
38120000,1,31.1099,20739.9,0.0198054,7.69891
39120000,1,28.9706,19313.7,0.0203056,7.70626
40120000,1,31.9427,21295.1,0.0208184,7.70856
41120000,1,28.9952,19330.1,0.0213616,7.6998
