1,1,2.56126e-07,0.00017075,1.7507e-05,0.00022848
1,1,2.7381e-07,0.00018254,1.9626e-05,0.000203811
1,1,2.4175e-07,0.000161167,2.4154e-05,0.000165604
1,1,2.39244e-07,0.000159496,1.9244e-05,0.000207857
1,1,2.39368e-07,0.000159579,2.3412e-05,0.000170853
1,1,1.64195e-07,0.000109463,1.9698e-05,0.000203066
1,1,2.4947e-07,0.000166313,2.0484e-05,0.000195274
1,1,2.38048e-07,0.000158699,1.7214e-05,0.000232369
1,1,1.70479e-07,0.000113653,1.9794e-05,0.000202081
1,1,2.43992e-07,0.000162661,1.6804e-05,0.000238039
1,1,2.42885e-07,0.000161924,2.0899e-05,0.000191397
1,1,2.45198e-07,0.000163465,1.8021e-05,0.000221963
1,1,1.71267e-07,0.000114178,1.861e-05,0.000214938
1,1,2.38209e-07,0.000158806,2.0537e-05,0.00019477
1,1,1.79953e-07,0.000119969,2.0828e-05,0.000192049
1,1,1.71644e-07,0.00011443,2.0533e-05,0.000194808
1,1,2.40336e-07,0.000160224,2.0656e-05,0.000193648
1,1,2.41565e-07,0.000161044,1.7374e-05,0.000230229
1,1,2.45529e-07,0.000163686,1.9455e-05,0.000205603
1,1,2.52983e-07,0.000168655,1.7674e-05,0.000226321
1,1,1.66861e-07,0.000111241,1.953e-05,0.000204813
1,1,1.59617e-07,0.000106411,2.0971e-05,0.00019074
1,1,1.62241e-07,0.000108161,2.1379e-05,0.000187099
1,1,1.6559e-07,0.000110394,1.9435e-05,0.000205814
1,1,2.5325e-07,0.000168833,2.1015e-05,0.00019034
1,1,2.49066e-07,0.000166044,2.6224e-05,0.000152532
1,1,2.29279e-07,0.000152853,2.1553e-05,0.000185589
1,1,2.34046e-07,0.000156031,1.9675e-05,0.000203304
1,1,1.7095e-07,0.000113967,1.9807e-05,0.000201949
1,1,2.11178e-07,0.000140786,1.7406e-05,0.000229806
1,1,2.38626e-07,0.000159084,3.1304e-05,0.000127779
1,1,2.3678e-07,0.000157853,1.697e-05,0.00023571
1,1,2.30956e-07,0.000153971,2.1297e-05,0.00018782
1,1,2.34916e-07,0.000156611,2.0419e-05,0.000195896
1,1,2.14133e-07,0.000142755,2.0034e-05,0.000199661
1,1,2.3116e-07,0.000154107,2.0778e-05,0.000192511
1,1,2.36183e-07,0.000157456,3.719e-05,0.000107556
1,1,2.57136e-07,0.000171424,2.0605e-05,0.000194128
1,1,1.79426e-07,0.000119617,2.146e-05,0.000186393
1,1,1.95459e-07,0.000130306,1.6805e-05,0.000238024
1,1,1.72523e-07,0.000115015,2.0156e-05,0.000198452
1,1,2.52589e-07,0.000168393,2.9806e-05,0.000134201
1,1,1.19097e-07,7.93982e-05,2.2085e-05,0.000181118
1,1,2.12615e-07,0.000141743,1.5557e-05,0.000257119
1,1,2.43615e-07,0.00016241,1.5702e-05,0.000254745
1,1,2.49314e-07,0.00016621,1.9552e-05,0.000204583
1,1,1.69794e-07,0.000113196,1.7992e-05,0.000222321
1,1,2.3421e-07,0.00015614,2.0063e-05,0.000199372
1,1,2.39034e-07,0.000159356,1.539e-05,0.000259909
1,1,2.36118e-07,0.000157412,1.5917e-05,0.000251304
1,1,2.44151e-07,0.000162767,1.5875e-05,0.000251969
1,1,2.37464e-07,0.000158309,1.9231e-05,0.000207998
1,1,1.7731e-07,0.000118207,1.9816e-05,0.000201857
1,1,2.43724e-07,0.000162483,1.8651e-05,0.000214466
1,1,1.69875e-07,0.00011325,1.6e-05,0.00025
1,1,2.35645e-07,0.000157097,3.1899e-05,0.000125396
1,1,2.30974e-07,0.000153982,2.913e-05,0.000137315
1,1,2.29437e-07,0.000152958,1.5923e-05,0.000251209
1,1,2.42082e-07,0.000161388,1.5592e-05,0.000256542
1,1,1.57311e-07,0.000104874,1.6384e-05,0.000244141
1,1,2.02361e-07,0.000134907,1.94e-05,0.000206186
1,1,2.40058e-07,0.000160038,2.9017e-05,0.00013785
1,1,2.4419e-07,0.000162794,1.674e-05,0.000238949
1,1,1.681e-07,0.000112067,1.6233e-05,0.000246412
1,1,2.05867e-07,0.000137245,1.949e-05,0.000205233
1,1,1.74272e-07,0.000116181,1.5866e-05,0.000252111
1,1,1.61743e-07,0.000107828,1.639e-05,0.000244051
1,1,2.13523e-07,0.000142349,1.6479e-05,0.000242733
1,1,2.4077e-07,0.000160514,1.9288e-05,0.000207383
1,1,2.14707e-07,0.000143138,1.5531e-05,0.000257549
1,1,2.10386e-07,0.000140257,1.6151e-05,0.000247663
1,1,2.24148e-07,0.000149432,1.8467e-05,0.000216603
1,1,2.40964e-07,0.000160643,2.675e-05,0.000149533
1,1,1.76294e-07,0.00011753,1.6207e-05,0.000246807
1,1,2.30787e-07,0.000153858,1.7187e-05,0.000232734
1,1,2.4421e-07,0.000162807,1.7476e-05,0.000228885
1,1,1.69348e-07,0.000112899,2.0652e-05,0.000193686
1,1,2.53336e-07,0.00016889,1.7694e-05,0.000226065
1,1,1.40377e-07,9.35848e-05,2.011e-05,0.000198906
1,1,1.58161e-07,0.000105441,1.7831e-05,0.000224328
1,1,2.59112e-07,0.000172741,2.2461e-05,0.000178086
1,1,1.80202e-07,0.000120135,2.1013e-05,0.000190358
1,1,1.72166e-07,0.000114778,1.794e-05,0.000222965
1,1,1.69664e-07,0.000113109,2.0831e-05,0.000192022
1,1,1.72816e-07,0.000115211,1.7374e-05,0.000230229
1,1,1.80832e-07,0.000120555,1.7744e-05,0.000225428
1,1,2.12849e-07,0.000141899,1.6898e-05,0.000236714
1,1,2.39206e-07,0.000159471,1.8109e-05,0.000220885
1,1,1.71296e-07,0.000114198,2.0512e-05,0.000195008
1,1,2.35756e-07,0.000157171,3.0173e-05,0.000132569
1,1,2.35914e-07,0.000157276,2.0103e-05,0.000198975
1,1,2.37201e-07,0.000158134,2.0716e-05,0.000193087
1,1,1.72241e-07,0.000114827,2.8092e-05,0.000142389
