0.000593757,100,1
0.000572481,100,10
0.00062603,100,20
0.000673749,100,30
0.000684404,100,40
0.000691326,100,50
0.000697995,100,60
0.000679958,100,70
0.000704421,100,80
0.000700579,100,90
0.000702825,100,100
0.000577326,200,1
0.000599684,200,10
0.000626807,200,20
0.000680254,200,30
0.000671216,200,40
0.000701071,200,50
0.000699534,200,60
0.000689535,200,70
0.000704737,200,80
0.000709779,200,90
0.000713461,200,100
0.000588424,300,1
0.00060336,300,10
0.000628619,300,20
0.000677183,300,30
0.000608441,300,40
0.000706793,300,50
0.000705911,300,60
0.000705972,300,70
0.000697843,300,80
0.000712927,300,90
0.000682277,300,100
0.00059359,400,1
0.000585443,400,10
0.000667508,400,20
0.000667869,400,30
0.000676166,400,40
0.000705596,400,50
0.000715991,400,60
0.000708299,400,70
0.00069931,400,80
0.000705903,400,90
0.000705018,400,100
0.00059595,500,1
0.000590169,500,10
0.000656171,500,20
0.000693351,500,30
0.000676535,500,40
0.000702382,500,50
0.000685873,500,60
0.00070656,500,70
0.000713561,500,80
0.000703267,500,90
0.000701484,500,100
0.00057428,600,1
0.000597078,600,10
0.00065574,600,20
0.000668846,600,30
0.000676413,600,40
0.000710041,600,50
0.000700171,600,60
0.000672299,600,70
0.000704282,600,80
0.000700167,600,90
0.000697138,600,100
0.00059939,700,1
0.000599735,700,10
0.00066216,700,20
0.000684251,700,30
0.000670332,700,40
0.000703849,700,50
0.000701086,700,60
0.00069807,700,70
0.000709198,700,80
0.000709704,700,90
0.000709636,700,100
0.000574608,800,1
0.000590257,800,10
0.00058921,800,20
0.000680066,800,30
0.000673644,800,40
0.000701539,800,50
0.000693566,800,60
0.00070952,800,70
0.00070331,800,80
0.000712094,800,90
0.000713013,800,100
0.000600655,900,1
0.000600606,900,10
0.000619655,900,20
0.000674347,900,30
0.000677558,900,40
0.00070285,900,50
0.000718297,900,60
0.00071089,900,70
0.000711978,900,80
0.000729441,900,90
0.000712079,900,100
0.000573386,1000,1
0.000597532,1000,10
0.000617293,1000,20
0.000674696,1000,30
0.000686047,1000,40
0.000710084,1000,50
0.000709978,1000,60
0.000697597,1000,70
0.000707661,1000,80
0.000707873,1000,90
0.000706866,1000,100
0.000604749,2000,1
0.000604277,2000,10
0.000612014,2000,20
0.000658251,2000,30
0.000682118,2000,40
0.00069297,2000,50
0.000706849,2000,60
0.000706058,2000,70
0.000705631,2000,80
0.000712629,2000,90
0.000704785,2000,100
0.000594286,3000,1
0.000609626,3000,10
0.000610847,3000,20
0.00068468,3000,30
0.000690995,3000,40
0.000706865,3000,50
0.000705229,3000,60
0.000727124,3000,70
0.000720197,3000,80
0.000695104,3000,90
0.000707174,3000,100
0.000606866,4000,1
0.000609717,4000,10
0.000629245,4000,20
0.000682334,4000,30
0.000691387,4000,40
0.000709471,4000,50
0.000720505,4000,60
0.000705859,4000,70
0.000710841,4000,80
0.000718773,4000,90
0.000691328,4000,100
0.000580255,5000,1
0.000592304,5000,10
0.000647671,5000,20
0.000709416,5000,30
0.000702403,5000,40
0.000727477,5000,50
0.000707183,5000,60
0.000703935,5000,70
0.000698152,5000,80
0.000712503,5000,90
0.000721361,5000,100
0.00062143,6000,1
0.000617293,6000,10
0.000613921,6000,20
0.000690463,6000,30
0.000708342,6000,40
0.000722852,6000,50
0.000717397,6000,60
0.000725913,6000,70
0.000711634,6000,80
0.000727388,6000,90
0.000700674,6000,100
0.000596667,7000,1
0.000623031,7000,10
0.000664412,7000,20
0.000710575,7000,30
0.000701242,7000,40
0.000731237,7000,50
0.00071028,7000,60
0.000713755,7000,70
0.000735496,7000,80
0.00070161,7000,90
0.000720682,7000,100
0.000600188,8000,1
0.000623964,8000,10
0.000699487,8000,20
0.000706593,8000,30
0.000703778,8000,40
0.000728618,8000,50
0.00071428,8000,60
0.000732256,8000,70
0.000728365,8000,80
0.000716908,8000,90
0.000740417,8000,100
0.000629581,9000,1
0.000622194,9000,10
0.000705327,9000,20
0.000709834,9000,30
0.000708039,9000,40
0.000711573,9000,50
0.000729726,9000,60
0.000739627,9000,70
0.000743321,9000,80
0.000734149,9000,90
0.000739757,9000,100
0.000632652,10000,1
0.000609468,10000,10
0.000698312,10000,20
0.000700127,10000,30
0.000712804,10000,40
0.000729179,10000,50
0.000733238,10000,60
0.000732595,10000,70
0.000752546,10000,80
0.000744559,10000,90
0.000725048,10000,100
0.00062985,20000,1
0.000686867,20000,10
0.000720113,20000,20
0.000750433,20000,30
0.000703471,20000,40
0.000776334,20000,50
0.00077089,20000,60
0.00077366,20000,70
0.000762377,20000,80
0.000776501,20000,90
0.000774418,20000,100
0.000687033,30000,1
0.000725636,30000,10
0.0007647,30000,20
0.000797639,30000,30
0.000792718,30000,40
0.000814496,30000,50
0.000812502,30000,60
0.000823604,30000,70
0.000818838,30000,80
0.000822099,30000,90
0.000814307,30000,100
0.000712888,40000,1
0.000774192,40000,10
0.000823854,40000,20
0.00085137,40000,30
0.000877619,40000,40
0.000876846,40000,50
0.000871437,40000,60
0.000881698,40000,70
0.000899343,40000,80
0.000890613,40000,90
0.000866953,40000,100
0.000728194,50000,1
0.000836552,50000,10
0.000854846,50000,20
0.000912899,50000,30
0.000934907,50000,40
0.000928646,50000,50
0.000857334,50000,60
0.000912835,50000,70
0.000925771,50000,80
0.000940717,50000,90
0.000953755,50000,100
0.000803885,60000,1
0.00094609,60000,10
0.000887354,60000,20
0.00096687,60000,30
0.000999479,60000,40
0.000983203,60000,50
0.000989981,60000,60
0.000986099,60000,70
0.000974184,60000,80
0.00098083,60000,90
0.00103666,60000,100
0.000889975,70000,1
0.000954563,70000,10
0.000977078,70000,20
0.00102219,70000,30
0.00102061,70000,40
0.00103295,70000,50
0.00105549,70000,60
0.00102718,70000,70
0.00102854,70000,80
0.0010738,70000,90
0.00108977,70000,100
0.000874558,80000,1
0.000968722,80000,10
0.000985377,80000,20
0.00106862,80000,30
0.00105875,80000,40
0.00104251,80000,50
0.00105533,80000,60
0.00109891,80000,70
0.00110663,80000,80
0.00111787,80000,90
0.0012261,80000,100
0.000909843,90000,1
0.00100717,90000,10
0.00104191,90000,20
0.00112018,90000,30
0.00108813,90000,40
0.00108764,90000,50
0.00105711,90000,60
0.00109837,90000,70
0.00117452,90000,80
0.00124571,90000,90
0.00125622,90000,100
0.000929091,100000,1
0.00105234,100000,10
0.00112912,100000,20
0.00106066,100000,30
0.00115068,100000,40
0.00114517,100000,50
0.00109889,100000,60
0.0011732,100000,70
0.00120063,100000,80
0.00127604,100000,90
0.00128236,100000,100
0.00119628,200000,1
0.0014088,200000,10
0.00146557,200000,20
0.00148431,200000,30
0.00157093,200000,40
0.00165943,200000,50
0.00168707,200000,60
0.00170508,200000,70
0.00176652,200000,80
0.00176438,200000,90
0.00177583,200000,100
0.00155729,300000,1
0.00175863,300000,10
0.00180732,300000,20
0.00199523,300000,30
0.00202049,300000,40
0.00208006,300000,50
0.0021167,300000,60
0.00220348,300000,70
0.00221805,300000,80
0.00235917,300000,90
0.00237653,300000,100
0.00180332,400000,1
0.00190114,400000,10
0.00199203,400000,20
0.00210944,400000,30
0.00217661,400000,40
0.00229515,400000,50
0.00236325,400000,60
0.00247164,400000,70
0.00253301,400000,80
0.00258558,400000,90
0.00263608,400000,100
0.00214235,500000,1
0.0022425,500000,10
0.00239633,500000,20
0.0025402,500000,30
0.00262084,500000,40
0.00272017,500000,50
0.00276464,500000,60
0.00286764,500000,70
0.00292519,500000,80
0.00304231,500000,90
0.0030846,500000,100
0.00486869,600000,1
0.00532587,600000,10
0.00542293,600000,20
0.00608762,600000,30
0.00604008,600000,40
0.00568082,600000,50
0.00597644,600000,60
0.00670067,600000,70
0.00683409,600000,80
0.00689413,600000,90
0.00700014,600000,100
0.00451909,700000,1
0.00604742,700000,10
0.00576336,700000,20
0.00644126,700000,30
0.00652845,700000,40
0.0068874,700000,50
0.00649227,700000,60
0.0071655,700000,70
0.00663234,700000,80
0.00680126,700000,90
0.00745895,700000,100
0.00475129,800000,1
0.0058003,800000,10
0.00655138,800000,20
0.00632763,800000,30
0.00638108,800000,40
0.00666921,800000,50
0.00733739,800000,60
0.00750156,800000,70
0.00702243,800000,80
0.0076496,800000,90
0.00785571,800000,100
0.00511295,900000,1
0.00676395,900000,10
0.00698956,900000,20
0.00667521,900000,30
0.00741558,900000,40
0.00700518,900000,50
0.00728523,900000,60
0.00733338,900000,70
0.00741317,900000,80
0.00768209,900000,90
0.00772388,900000,100
0.00530407,1000000,1
0.00651635,1000000,10
0.00671553,1000000,20
0.00706472,1000000,30
0.00733015,1000000,40
0.00740905,1000000,50
0.00755837,1000000,60
0.00783067,1000000,70
0.00786263,1000000,80
0.00823896,1000000,90
0.00842076,1000000,100
0.00714612,2000000,1
0.00759988,2000000,10
0.00891785,2000000,20
0.00874912,2000000,30
0.00909371,2000000,40
0.00957818,2000000,50
0.0100526,2000000,60
0.0104163,2000000,70
0.0108319,2000000,80
0.0111118,2000000,90
0.011423,2000000,100
0.00983396,4000000,1
0.010733,4000000,10
0.0117548,4000000,20
0.0130054,4000000,30
0.0129599,4000000,40
0.0134301,4000000,50
0.0139186,4000000,60
0.0149307,4000000,70
0.0147266,4000000,80
0.0153922,4000000,90
0.0153508,4000000,100
0.0150612,6000000,1
0.0161443,6000000,10
0.0180661,6000000,20
0.0196858,6000000,30
0.0196965,6000000,40
0.0203436,6000000,50
0.0211427,6000000,60
0.0219982,6000000,70
0.0216426,6000000,80
0.0225327,6000000,90
0.0234307,6000000,100
0.0196034,8000000,1
0.0213956,8000000,10
0.0236176,8000000,20
0.0258029,8000000,30
0.0253618,8000000,40
0.0266604,8000000,50
0.0282052,8000000,60
0.0285984,8000000,70
0.0285959,8000000,80
0.0297235,8000000,90
0.0310457,8000000,100
0.0240974,10000000,1
0.026163,10000000,10
0.0282883,10000000,20
0.0320415,10000000,30
0.032279,10000000,40
0.0328149,10000000,50
0.0345971,10000000,60
0.0354567,10000000,70
0.0361785,10000000,80
0.0369275,10000000,90
0.037859,10000000,100
0.0477618,20000000,1
0.0522301,20000000,10
0.0580275,20000000,20
0.0629956,20000000,30
0.0645588,20000000,40
0.0659068,20000000,50
0.0697565,20000000,60
0.0705497,20000000,70
0.0711848,20000000,80
0.0735457,20000000,90
0.0756159,20000000,100
0.0710344,30000000,1
0.0774125,30000000,10
0.0862922,30000000,20
0.0948773,30000000,30
0.0949095,30000000,40
0.0981423,30000000,50
0.102955,30000000,60
0.104961,30000000,70
0.107222,30000000,80
0.110107,30000000,90
0.112542,30000000,100
0.0943457,40000000,1
0.102846,40000000,10
0.114397,40000000,20
0.125818,40000000,30
0.127872,40000000,40
0.131754,40000000,50
0.135744,40000000,60
0.140078,40000000,70
0.142735,40000000,80
0.145577,40000000,90
0.150898,40000000,100
0.117372,50000000,1
0.129523,50000000,10
0.142026,50000000,20
0.157144,50000000,30
0.159989,50000000,40
0.163766,50000000,50
0.171127,50000000,60
0.174309,50000000,70
0.177511,50000000,80
0.176228,50000000,90
0.188055,50000000,100
0.143349,60000000,1
0.153723,60000000,10
0.170995,60000000,20
0.188462,60000000,30
0.190659,60000000,40
0.195898,60000000,50
0.204299,60000000,60
0.210071,60000000,70
0.214185,60000000,80
0.218862,60000000,90
0.2254,60000000,100
0.163893,70000000,1
0.180161,70000000,10
0.199325,70000000,20
0.220461,70000000,30
0.223212,70000000,40
0.23055,70000000,50
0.238921,70000000,60
0.246222,70000000,70
0.247233,70000000,80
0.255119,70000000,90
0.262922,70000000,100
0.187753,80000000,1
0.206201,80000000,10
0.227432,80000000,20
0.250138,80000000,30
0.253358,80000000,40
0.262163,80000000,50
0.275317,80000000,60
0.279499,80000000,70
0.283373,80000000,80
0.293758,80000000,90
0.301906,80000000,100
0.211115,90000000,1
0.23072,90000000,10
0.255424,90000000,20
0.285821,90000000,30
0.285713,90000000,40
0.293951,90000000,50
0.306968,90000000,60
0.315428,90000000,70
0.32184,90000000,80
0.33029,90000000,90
0.338826,90000000,100
